,ORIGIN,DESTINATION,Lane,Corresponding CPT,Scheduled Truck Arrival - 1 date,Scheduled Truck Arrival - 1 time,Pull time 1,Scheduled Truck Arrival - 2 date,Scheduled Truck Arrival - 2 time,LoadingTime,Equipment Type,Carrier,Canceled Load,Business Types,CPT Date,Origin_band,Destination_band,Origin_Start,Origin_End,Destination_Start,Destination_End,Day,Day1,minutes
39,DBI7,EMA1,DBI7->EMA1,3/24/2024 23:59,3/24/2024,7:30,9:00,3/24/2024,10:26,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,6:00-8:00,,6:00,8:00,,,2024-03-24,Sun,450
40,EMSA,EMA4,EMSA->EMA4,3/18/2024 23:59,3/18/2024,12:00,12:30,3/18/2024,13:56,0:30,DETACHED_TRAILER,AZNG,False,Sample1,3/18/2024,5:00-13:00,8:00-17:00,5:00,13:00,8:00,17:00,2024-03-18,Mon,720
41,EMSA,EMA4,EMSA->EMA4,3/19/2024 23:59,3/19/2024,11:30,12:00,3/19/2024,13:26,0:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,5:00-13:00,8:00-17:00,5:00,13:00,8:00,17:00,2024-03-19,Tue,690
42,EMSA,EMA4,EMSA->EMA4,3/22/2024 23:59,3/22/2024,11:30,12:00,3/22/2024,13:26,0:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,5:00-13:00,8:00-17:00,5:00,13:00,8:00,17:00,2024-03-22,Fri,690
43,EMSA,EMA4,EMSA->EMA4,3/23/2024 23:59,3/23/2024,11:30,12:00,3/23/2024,13:26,0:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,5:00-20:00,8:00-17:00,5:00,20:00,8:00,17:00,2024-03-23,Sat,690
44,EMSA,EMA4,EMSA->EMA4,3/23/2024 23:59,3/23/2024,12:30,13:00,3/23/2024,14:26,0:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,5:00-20:00,8:00-17:00,5:00,20:00,8:00,17:00,2024-03-23,Sat,750
45,EMSA,EMA4,EMSA->EMA4,3/24/2024 23:59,3/24/2024,11:30,12:00,3/24/2024,13:26,0:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,5:00-13:00,8:00-17:00,5:00,13:00,8:00,17:00,2024-03-24,Sun,690
46,EMSA,EMA4,EMSA->EMA4,3/24/2024 23:59,3/24/2024,12:30,13:00,3/24/2024,14:26,0:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,5:00-13:00,8:00-17:00,5:00,13:00,8:00,17:00,2024-03-24,Sun,750
47,DRG2,LCY3,DRG2->LCY3,3/19/2024 23:59,3/19/2024,6:00,7:30,3/19/2024,10:36,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,6:00-9:00,0:00-6:00,6:00,9:00,0:00,6:00,2024-03-19,Tue,360
48,DDN1,MAN3,DDN1->MAN3,3/20/2024 23:59,3/20/2024,5:00,6:30,3/20/2024,9:05,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,5:00-7:00,0:00-5:00,5:00,7:00,0:00,5:00,2024-03-20,Wed,300
49,DDN1,MAN3,DDN1->MAN3,3/22/2024 23:59,3/22/2024,5:00,6:30,3/22/2024,9:05,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,5:00-7:00,0:00-5:00,5:00,7:00,0:00,5:00,2024-03-22,Fri,300
50,DDN1,MAN3,DDN1->MAN3,3/23/2024 23:59,3/23/2024,5:00,6:30,3/23/2024,9:05,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,5:00-7:00,0:00-5:00,5:00,7:00,0:00,5:00,2024-03-23,Sat,300
51,DDN1,MAN3,DDN1->MAN3,3/24/2024 23:59,3/24/2024,4:00,5:30,3/24/2024,8:05,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,4:00-7:00,0:00-5:00,4:00,7:00,0:00,5:00,2024-03-24,Sun,240
52,DDN1,MAN3,DDN1->MAN3,3/24/2024 23:59,3/24/2024,4:00,5:30,3/24/2024,8:05,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,4:00-7:00,0:00-5:00,4:00,7:00,0:00,5:00,2024-03-24,Sun,240
53,DXN1,EMA1,DXN1->EMA1,3/19/2024 23:59,3/19/2024,3:00,4:30,3/19/2024,8:39,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,0:00-8:00,,0:00,8:00,,,2024-03-19,Tue,180
54,DXN1,EMA1,DXN1->EMA1,3/19/2024 23:59,3/19/2024,5:00,6:30,3/19/2024,10:39,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,0:00-8:00,,0:00,8:00,,,2024-03-19,Tue,300
55,DXN1,EMA1,DXN1->EMA1,3/19/2024 23:59,3/19/2024,6:00,7:30,3/19/2024,11:39,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,0:00-8:00,,0:00,8:00,,,2024-03-19,Tue,360
56,DXN1,EMA1,DXN1->EMA1,3/20/2024 23:59,3/20/2024,4:30,6:00,3/20/2024,10:09,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,0:00-8:00,,0:00,8:00,,,2024-03-20,Wed,270
57,DXN1,EMA1,DXN1->EMA1,3/20/2024 23:59,3/20/2024,6:00,7:30,3/20/2024,11:39,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,0:00-8:00,,0:00,8:00,,,2024-03-20,Wed,360
58,DXN1,EMA1,DXN1->EMA1,3/21/2024 23:59,3/21/2024,4:30,6:00,3/21/2024,10:09,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,0:00-8:00,,0:00,8:00,,,2024-03-21,Thu,270
