,ORIGIN,DESTINATION,Lane,Corresponding CPT,Scheduled Truck Arrival - 1 date,Scheduled Truck Arrival - 1 time,Pull time 1,Scheduled Truck Arrival - 2 date,Scheduled Truck Arrival - 2 time,LoadingTime,Equipment Type,Carrier,Canceled Load,Business Types,CPT Date,Origin_band,Destination_band,Origin_Start,Origin_End,Destination_Start,Destination_End,Day,Day1,minutes
545,DRM4,STN8,DRM4->STN8,3/19/2024 23:59,3/19/2024,13:00,14:30,3/19/2024,17:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-19,Tue,780
546,DRM4,STN8,DRM4->STN8,3/19/2024 23:59,3/19/2024,13:30,15:00,3/19/2024,17:44,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-19,Tue,810
547,DRM4,STN8,DRM4->STN8,3/20/2024 23:59,3/20/2024,12:00,13:30,3/20/2024,16:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-20,Wed,720
548,DRM4,STN8,DRM4->STN8,3/20/2024 23:59,3/20/2024,12:30,14:00,3/20/2024,16:44,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-20,Wed,750
549,DRM4,STN8,DRM4->STN8,3/20/2024 23:59,3/20/2024,13:00,14:30,3/20/2024,17:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-20,Wed,780
550,DRM4,STN8,DRM4->STN8,3/20/2024 23:59,3/20/2024,13:30,15:00,3/20/2024,17:44,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-20,Wed,810
551,DRM4,STN8,DRM4->STN8,3/20/2024 23:59,3/20/2024,14:00,15:30,3/20/2024,18:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-20,Wed,840
552,DRM4,STN8,DRM4->STN8,3/21/2024 23:59,3/21/2024,12:00,13:30,3/21/2024,16:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-21,Thu,720
553,DRM4,STN8,DRM4->STN8,3/21/2024 23:59,3/21/2024,12:30,14:00,3/21/2024,16:44,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-21,Thu,750
554,DRM4,STN8,DRM4->STN8,3/21/2024 23:59,3/21/2024,13:00,14:30,3/21/2024,17:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-21,Thu,780
555,DRM4,STN8,DRM4->STN8,3/21/2024 23:59,3/21/2024,13:30,15:00,3/21/2024,17:44,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-21,Thu,810
556,DRM4,STN8,DRM4->STN8,3/22/2024 23:59,3/22/2024,12:00,13:30,3/22/2024,16:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-22,Fri,720
557,DRM4,STN8,DRM4->STN8,3/22/2024 23:59,3/22/2024,12:30,14:00,3/22/2024,16:44,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-22,Fri,750
558,DRM4,STN8,DRM4->STN8,3/22/2024 23:59,3/22/2024,13:00,14:30,3/22/2024,17:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-22,Fri,780
559,DRM4,STN8,DRM4->STN8,3/22/2024 23:59,3/22/2024,13:30,15:00,3/22/2024,17:44,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-22,Fri,810
560,DRM4,STN8,DRM4->STN8,3/22/2024 23:59,3/22/2024,14:00,15:30,3/22/2024,18:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-22,Fri,840
561,DRM4,STN8,DRM4->STN8,3/23/2024 23:59,3/23/2024,12:30,14:00,3/23/2024,16:44,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-23,Sat,750
562,DRM4,STN8,DRM4->STN8,3/23/2024 23:59,3/23/2024,13:00,14:30,3/23/2024,17:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-23,Sat,780
563,DRM4,STN8,DRM4->STN8,3/23/2024 23:59,3/23/2024,13:30,15:00,3/23/2024,17:44,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-23,Sat,810
564,DRM4,STN8,DRM4->STN8,3/23/2024 23:59,3/23/2024,14:00,15:30,3/23/2024,18:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-23,Sat,840
565,DRM4,STN8,DRM4->STN8,3/24/2024 23:59,3/24/2024,12:00,13:30,3/24/2024,16:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-24,Sun,720
566,DRM4,STN8,DRM4->STN8,3/24/2024 23:59,3/24/2024,12:30,14:00,3/24/2024,16:44,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-24,Sun,750
567,DRM4,STN8,DRM4->STN8,3/24/2024 23:59,3/24/2024,13:00,14:30,3/24/2024,17:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-24,Sun,780
568,DRM4,STN8,DRM4->STN8,3/24/2024 23:59,3/24/2024,13:30,15:00,3/24/2024,17:44,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-24,Sun,810
569,DRM4,STN8,DRM4->STN8,3/24/2024 23:59,3/24/2024,14:00,15:30,3/24/2024,18:14,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,12:00-21:00,12:00-23:00,12:00,21:00,12:00,23:00,2024-03-24,Sun,840
570,DPE2,EMA4,DPE2->EMA4,3/18/2024 23:59,3/18/2024,6:30,8:00,3/18/2024,10:26,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/18/2024,0:00-9:00,,0:00,9:00,,,2024-03-18,Mon,390
571,DPE2,EMA4,DPE2->EMA4,3/19/2024 23:59,3/19/2024,4:30,6:00,3/19/2024,8:26,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,0:00-9:00,,0:00,9:00,,,2024-03-19,Tue,270
572,DPE2,EMA4,DPE2->EMA4,3/19/2024 23:59,3/19/2024,5:30,7:00,3/19/2024,9:26,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,0:00-9:00,,0:00,9:00,,,2024-03-19,Tue,330
573,DPE2,EMA4,DPE2->EMA4,3/21/2024 23:59,3/21/2024,5:30,7:00,3/21/2024,9:26,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,0:00-9:00,,0:00,9:00,,,2024-03-21,Thu,330
574,DPE2,EMA4,DPE2->EMA4,3/21/2024 23:59,3/21/2024,5:30,7:00,3/21/2024,9:26,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,0:00-9:00,,0:00,9:00,,,2024-03-21,Thu,330
575,DPE2,EMA4,DPE2->EMA4,3/22/2024 23:59,3/22/2024,5:30,7:00,3/22/2024,9:26,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,0:00-9:00,,0:00,9:00,,,2024-03-22,Fri,330
576,DPE2,EMA4,DPE2->EMA4,3/22/2024 23:59,3/22/2024,6:30,8:00,3/22/2024,10:26,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,0:00-9:00,,0:00,9:00,,,2024-03-22,Fri,390
577,DPE2,EMA4,DPE2->EMA4,3/22/2024 23:59,3/22/2024,7:00,8:30,3/22/2024,10:56,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,0:00-9:00,,0:00,9:00,,,2024-03-22,Fri,420
578,DPE2,EMA4,DPE2->EMA4,3/23/2024 23:59,3/23/2024,5:30,7:00,3/23/2024,9:26,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,0:00-9:00,,0:00,9:00,,,2024-03-23,Sat,330
579,DPE2,EMA4,DPE2->EMA4,3/23/2024 23:59,3/23/2024,6:30,8:00,3/23/2024,10:26,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,0:00-9:00,,0:00,9:00,,,2024-03-23,Sat,390
580,DPE2,EMA4,DPE2->EMA4,3/24/2024 23:59,3/24/2024,6:30,8:00,3/24/2024,10:26,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,0:00-9:00,,0:00,9:00,,,2024-03-24,Sun,390
581,DNG2,EMA1,DNG2->EMA1,3/19/2024 23:59,3/19/2024,7:00,8:30,3/19/2024,9:06,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,5:00-8:00,,5:00,8:00,,,2024-03-19,Tue,420
582,DNG2,EMA1,DNG2->EMA1,3/20/2024 23:59,3/20/2024,7:00,8:30,3/20/2024,9:06,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,5:00-8:00,,5:00,8:00,,,2024-03-20,Wed,420
583,DNG2,EMA1,DNG2->EMA1,3/21/2024 23:59,3/21/2024,7:00,8:30,3/21/2024,9:06,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,5:00-8:00,,5:00,8:00,,,2024-03-21,Thu,420
584,DNG2,EMA1,DNG2->EMA1,3/22/2024 23:59,3/22/2024,7:00,8:30,3/22/2024,9:06,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,5:00-8:00,,5:00,8:00,,,2024-03-22,Fri,420
585,DNG2,EMA1,DNG2->EMA1,3/23/2024 23:59,3/23/2024,7:00,8:30,3/23/2024,9:06,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,5:00-8:00,,5:00,8:00,,,2024-03-23,Sat,420
586,DNG2,EMA1,DNG2->EMA1,3/24/2024 23:59,3/24/2024,7:00,8:30,3/24/2024,9:06,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,5:00-8:00,,5:00,8:00,,,2024-03-24,Sun,420
587,DBS3,EMA4,DBS3->EMA4,3/18/2024 23:59,3/18/2024,7:00,8:30,3/18/2024,11:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/18/2024,,,,,,,2024-03-18,Mon,420
588,DBS3,EMA4,DBS3->EMA4,3/18/2024 23:59,3/18/2024,8:00,9:30,3/18/2024,12:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/18/2024,,8:00-17:00,,,8:00,17:00,2024-03-18,Mon,480
589,DBS3,EMA4,DBS3->EMA4,3/19/2024 23:59,3/19/2024,7:00,8:30,3/19/2024,11:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,,,,,,,2024-03-19,Tue,420
590,DBS3,EMA4,DBS3->EMA4,3/19/2024 23:59,3/19/2024,8:00,9:30,3/19/2024,12:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,,8:00-17:00,,,8:00,17:00,2024-03-19,Tue,480
591,DBS3,EMA4,DBS3->EMA4,3/20/2024 23:59,3/20/2024,7:00,8:30,3/20/2024,11:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,,,,,,,2024-03-20,Wed,420
592,DBS3,EMA4,DBS3->EMA4,3/20/2024 23:59,3/20/2024,8:00,9:30,3/20/2024,12:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,,8:00-17:00,,,8:00,17:00,2024-03-20,Wed,480
593,DBS3,EMA4,DBS3->EMA4,3/21/2024 23:59,3/21/2024,7:00,8:30,3/21/2024,11:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,,,,,,,2024-03-21,Thu,420
594,DBS3,EMA4,DBS3->EMA4,3/21/2024 23:59,3/21/2024,8:00,9:30,3/21/2024,12:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,,8:00-17:00,,,8:00,17:00,2024-03-21,Thu,480
595,DBS3,EMA4,DBS3->EMA4,3/22/2024 23:59,3/22/2024,7:00,8:30,3/22/2024,11:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,,,,,,,2024-03-22,Fri,420
596,DBS3,EMA4,DBS3->EMA4,3/22/2024 23:59,3/22/2024,8:00,9:30,3/22/2024,12:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,,8:00-17:00,,,8:00,17:00,2024-03-22,Fri,480
597,DBS3,EMA4,DBS3->EMA4,3/23/2024 23:59,3/23/2024,7:00,8:30,3/23/2024,11:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,,,,,,,2024-03-23,Sat,420
598,DBS3,EMA4,DBS3->EMA4,3/23/2024 23:59,3/23/2024,8:00,9:30,3/23/2024,12:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,,8:00-17:00,,,8:00,17:00,2024-03-23,Sat,480
599,DBS3,EMA4,DBS3->EMA4,3/24/2024 23:59,3/24/2024,7:00,8:30,3/24/2024,11:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,,,,,,,2024-03-24,Sun,420
600,DBS3,EMA4,DBS3->EMA4,3/24/2024 23:59,3/24/2024,8:00,9:30,3/24/2024,12:07,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,,8:00-17:00,,,8:00,17:00,2024-03-24,Sun,480
601,DIG1,LTN4,DIG1->LTN4,3/18/2024 23:59,3/18/2024,0:00,1:30,3/18/2024,2:45,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/18/2024,0:00-1:00,0:00-6:00,0:00,1:00,0:00,6:00,2024-03-18,Mon,0
602,DIG1,LTN4,DIG1->LTN4,3/18/2024 23:59,3/18/2024,19:00,20:30,3/18/2024,21:45,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/18/2024,,,,,,,2024-03-18,Mon,1140
603,DIG1,LTN4,DIG1->LTN4,3/20/2024 23:59,3/20/2024,0:00,1:30,3/20/2024,2:45,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,0:00-1:00,0:00-6:00,0:00,1:00,0:00,6:00,2024-03-20,Wed,0
604,DIG1,LTN4,DIG1->LTN4,3/20/2024 23:59,3/20/2024,17:30,19:00,3/20/2024,20:15,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,,,,,,,2024-03-20,Wed,1050
605,DIG1,LTN4,DIG1->LTN4,3/20/2024 23:59,3/20/2024,20:00,21:30,3/20/2024,22:45,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,,,,,,,2024-03-20,Wed,1200
606,DIG1,LTN4,DIG1->LTN4,3/20/2024 23:59,3/20/2024,21:00,22:30,3/20/2024,23:45,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,,,,,,,2024-03-20,Wed,1260
607,DIG1,LTN4,DIG1->LTN4,3/21/2024 23:59,3/20/2024,23:30,1:00,3/21/2024,2:15,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,,,,,,,2024-03-20,Wed,1410
608,DIG1,LTN4,DIG1->LTN4,3/21/2024 23:59,3/21/2024,20:00,21:30,3/21/2024,22:45,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,,,,,,,2024-03-21,Thu,1200
609,DIG1,LTN4,DIG1->LTN4,3/22/2024 23:59,3/22/2024,20:00,21:30,3/22/2024,22:45,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,,,,,,,2024-03-22,Fri,1200
610,DIG1,LTN4,DIG1->LTN4,3/23/2024 23:59,3/23/2024,0:00,1:30,3/23/2024,2:45,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,0:00-1:00,0:00-6:00,0:00,1:00,0:00,6:00,2024-03-23,Sat,0
611,DIG1,LTN4,DIG1->LTN4,3/23/2024 23:59,3/23/2024,7:00,8:30,3/23/2024,9:45,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,6:00-9:00,,6:00,9:00,,,2024-03-23,Sat,420
612,DDD1,EDI4,DDD1->EDI4,3/18/2024 23:59,3/18/2024,1:30,3:00,3/18/2024,4:39,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/18/2024,0:00-8:00,0:00-5:00,0:00,8:00,0:00,5:00,2024-03-18,Mon,90
613,DDD1,EDI4,DDD1->EDI4,3/18/2024 23:59,3/18/2024,21:00,22:30,3/19/2024,0:09,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/18/2024,21:00-23:00,,21:00,23:00,,,2024-03-18,Mon,1260
614,DDD1,EDI4,DDD1->EDI4,3/19/2024 23:59,3/19/2024,1:00,2:30,3/19/2024,4:09,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,0:00-8:00,0:00-5:00,0:00,8:00,0:00,5:00,2024-03-19,Tue,60
615,DDD1,EDI4,DDD1->EDI4,3/20/2024 23:59,3/20/2024,0:30,2:00,3/20/2024,3:39,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,0:00-8:00,0:00-5:00,0:00,8:00,0:00,5:00,2024-03-20,Wed,30
616,DDD1,EDI4,DDD1->EDI4,3/21/2024 23:59,3/21/2024,0:30,2:00,3/21/2024,3:39,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,0:00-8:00,0:00-5:00,0:00,8:00,0:00,5:00,2024-03-21,Thu,30
617,DDD1,EDI4,DDD1->EDI4,3/22/2024 23:59,3/22/2024,0:30,2:00,3/22/2024,3:39,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,0:00-8:00,0:00-5:00,0:00,8:00,0:00,5:00,2024-03-22,Fri,30
618,DDD1,EDI4,DDD1->EDI4,3/22/2024 23:59,3/22/2024,1:00,2:30,3/22/2024,4:09,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,0:00-8:00,0:00-5:00,0:00,8:00,0:00,5:00,2024-03-22,Fri,60
619,DDD1,EDI4,DDD1->EDI4,3/23/2024 23:59,3/23/2024,5:00,6:30,3/23/2024,8:09,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,0:00-8:00,0:00-5:00,0:00,8:00,0:00,5:00,2024-03-23,Sat,300
620,DDD1,EDI4,DDD1->EDI4,3/24/2024 23:59,3/24/2024,0:00,1:30,3/24/2024,3:09,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,0:00-8:00,0:00-5:00,0:00,8:00,0:00,5:00,2024-03-24,Sun,0
621,DOX2,EMA2,DOX2->EMA2,3/19/2024 23:59,3/19/2024,16:30,18:00,3/19/2024,20:46,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,,8:00-18:00,,,8:00,18:00,2024-03-19,Tue,990
622,DOX2,EMA2,DOX2->EMA2,3/20/2024 23:59,3/20/2024,16:00,17:30,3/20/2024,20:16,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,,8:00-18:00,,,8:00,18:00,2024-03-20,Wed,960
623,DOX2,EMA2,DOX2->EMA2,3/20/2024 23:59,3/20/2024,17:00,18:30,3/20/2024,21:16,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,,8:00-18:00,,,8:00,18:00,2024-03-20,Wed,1020
624,DOX2,EMA2,DOX2->EMA2,3/21/2024 23:59,3/21/2024,16:00,17:30,3/21/2024,20:16,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,,8:00-18:00,,,8:00,18:00,2024-03-21,Thu,960
625,DOX2,EMA2,DOX2->EMA2,3/22/2024 23:59,3/22/2024,16:00,17:30,3/22/2024,20:16,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,,8:00-18:00,,,8:00,18:00,2024-03-22,Fri,960
626,DOX2,EMA2,DOX2->EMA2,3/22/2024 23:59,3/22/2024,17:00,18:30,3/22/2024,21:16,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,,8:00-18:00,,,8:00,18:00,2024-03-22,Fri,1020
627,DOX2,EMA2,DOX2->EMA2,3/23/2024 23:59,3/23/2024,16:00,17:30,3/23/2024,20:16,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,,8:00-18:00,,,8:00,18:00,2024-03-23,Sat,960
628,DOX2,EMA2,DOX2->EMA2,3/23/2024 23:59,3/23/2024,17:00,18:30,3/23/2024,21:16,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,,8:00-18:00,,,8:00,18:00,2024-03-23,Sat,1020
629,DOX2,EMA2,DOX2->EMA2,3/24/2024 23:59,3/24/2024,16:30,18:00,3/24/2024,20:46,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,,8:00-18:00,,,8:00,18:00,2024-03-24,Sun,990
630,DNG2,EMA2,DNG2->EMA2,3/19/2024 23:59,3/19/2024,1:30,3:00,3/19/2024,4:10,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,1:00-3:00,0:00-5:00,1:00,3:00,0:00,5:00,2024-03-19,Tue,90
631,DNG2,EMA2,DNG2->EMA2,3/20/2024 23:59,3/20/2024,1:30,3:00,3/20/2024,4:10,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,1:00-3:00,0:00-5:00,1:00,3:00,0:00,5:00,2024-03-20,Wed,90
632,DNG2,EMA2,DNG2->EMA2,3/20/2024 23:59,3/20/2024,21:00,22:30,3/20/2024,23:40,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,20:00-22:00,,20:00,22:00,,,2024-03-20,Wed,1260
633,DNG2,EMA2,DNG2->EMA2,3/21/2024 23:59,3/21/2024,1:30,3:00,3/21/2024,4:10,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,1:00-3:00,0:00-5:00,1:00,3:00,0:00,5:00,2024-03-21,Thu,90
634,DNG2,EMA2,DNG2->EMA2,3/22/2024 23:59,3/22/2024,1:30,3:00,3/22/2024,4:10,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,1:00-3:00,0:00-5:00,1:00,3:00,0:00,5:00,2024-03-22,Fri,90
635,DNG2,EMA2,DNG2->EMA2,3/23/2024 23:59,3/23/2024,1:30,3:00,3/23/2024,4:10,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,1:00-3:00,0:00-5:00,1:00,3:00,0:00,5:00,2024-03-23,Sat,90
636,DNG2,EMA2,DNG2->EMA2,3/23/2024 23:59,3/23/2024,21:00,22:30,3/23/2024,23:40,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,20:00-22:00,,20:00,22:00,,,2024-03-23,Sat,1260
637,DNG2,EMA2,DNG2->EMA2,3/24/2024 23:59,3/24/2024,1:30,3:00,3/24/2024,4:10,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,1:00-3:00,0:00-5:00,1:00,3:00,0:00,5:00,2024-03-24,Sun,90
638,DXS1,BHX5,DXS1->BHX5,3/18/2024 23:59,3/18/2024,2:30,4:00,3/18/2024,6:43,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/18/2024,0:00-5:00,,0:00,5:00,,,2024-03-18,Mon,150
639,DCE1,MAN3,DCE1->MAN3,3/18/2024 23:59,3/18/2024,0:00,1:30,3/18/2024,3:25,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/18/2024,0:00-3:00,0:00-5:00,0:00,3:00,0:00,5:00,2024-03-18,Mon,0
640,DXG2,MME2,DXG2->MME2,3/18/2024 23:59,3/18/2024,6:30,8:00,3/18/2024,12:57,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/18/2024,0:00-9:30,,0:00,9:30,,,2024-03-18,Mon,390
641,DXG2,MME2,DXG2->MME2,3/19/2024 23:59,3/19/2024,6:00,7:30,3/19/2024,12:27,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,0:00-9:30,,0:00,9:30,,,2024-03-19,Tue,360
642,DCE1,MAN2,DCE1->MAN2,3/19/2024 23:59,3/18/2024,23:30,1:00,3/19/2024,2:21,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,,,,,,,2024-03-18,Mon,1410
643,DCE1,MAN2,DCE1->MAN2,3/20/2024 23:59,3/19/2024,23:30,1:00,3/20/2024,2:21,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,,,,,,,2024-03-19,Tue,1410
644,DCE1,MAN2,DCE1->MAN2,3/20/2024 23:59,3/20/2024,21:00,22:30,3/20/2024,23:51,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,,,,,,,2024-03-20,Wed,1260
645,DCE1,MAN2,DCE1->MAN2,3/21/2024 23:59,3/21/2024,0:00,1:30,3/21/2024,2:51,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/21/2024,0:00-3:00,0:00-5:00,0:00,3:00,0:00,5:00,2024-03-21,Thu,0
646,DCE1,MAN2,DCE1->MAN2,3/22/2024 23:59,3/21/2024,23:30,1:00,3/22/2024,2:21,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,,,,,,,2024-03-21,Thu,1410
647,DCE1,MAN2,DCE1->MAN2,3/22/2024 23:59,3/22/2024,21:00,22:30,3/22/2024,23:51,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/22/2024,,,,,,,2024-03-22,Fri,1260
648,DCE1,MAN2,DCE1->MAN2,3/23/2024 23:59,3/23/2024,0:00,1:30,3/23/2024,2:51,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/23/2024,0:00-3:00,0:00-5:00,0:00,3:00,0:00,5:00,2024-03-23,Sat,0
649,DCE1,MAN2,DCE1->MAN2,3/24/2024 23:59,3/24/2024,21:00,22:30,3/24/2024,23:51,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/24/2024,,,,,,,2024-03-24,Sun,1260
650,DCF1,EMA4,DCF1->EMA4,3/19/2024 23:59,3/19/2024,8:00,9:30,3/19/2024,12:15,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/19/2024,8:00-9:00,8:00-17:00,8:00,9:00,8:00,17:00,2024-03-19,Tue,480
651,DCF1,EMA4,DCF1->EMA4,3/20/2024 23:59,3/20/2024,8:00,9:30,3/20/2024,12:15,1:30,DETACHED_TRAILER,AZNG,False,Sample1,3/20/2024,8:00-9:00,8:00-17:00,8:00,9:00,8:00,17:00,2024-03-20,Wed,480
