ORIGIN,DESTINATION,Lane,Corresponding CPT,Scheduled Truck Arrival - 1 date,Scheduled Truck Arrival - 1 time,Pull time 1,Scheduled Truck Arrival - 2 date,Scheduled Truck Arrival - 2 time,LoadingTime,Equipment Type,Carrier,Canceled Load,Business Types,CPT Date,Origin_band,Destination_band,Origin_Start,Origin_End,Destination_Start,Destination_End
DBH3,BRS2,DBH3->BRS2,3/24/2024 23:59,3/24/2024,15:30,17:00,3/24/2024,19:58,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DBH3,BRS2,DBH3->BRS2,3/24/2024 23:59,3/24/2024,16:00,17:30,3/24/2024,20:28,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DBH3,BRS2,DBH3->BRS2,3/24/2024 23:59,3/24/2024,18:00,19:30,3/24/2024,22:28,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DBH3,BRS2,DBH3->BRS2,3/24/2024 23:59,3/24/2024,19:00,20:30,3/24/2024,23:28,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DST1,EMA2,DST1->EMA2,3/18/2024 23:59,3/18/2024,18:00,19:30,3/18/2024,21:25,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DNG2,NCL1,DNG2->NCL1,3/19/2024 23:59,3/19/2024,5:30,7:00,3/19/2024,11:55,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DNG2,NCL1,DNG2->NCL1,3/20/2024 23:59,3/20/2024,5:30,7:00,3/20/2024,11:55,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DNG2,NCL1,DNG2->NCL1,3/21/2024 23:59,3/21/2024,5:30,7:00,3/21/2024,11:55,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DNG2,NCL1,DNG2->NCL1,3/22/2024 23:59,3/22/2024,5:30,7:00,3/22/2024,11:55,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DNG2,NCL1,DNG2->NCL1,3/23/2024 23:59,3/23/2024,5:30,7:00,3/23/2024,11:55,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DNG2,NCL1,DNG2->NCL1,3/23/2024 23:59,3/23/2024,16:00,17:30,3/23/2024,22:25,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DNG2,NCL1,DNG2->NCL1,3/24/2024 23:59,3/24/2024,5:30,7:00,3/24/2024,11:55,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DRM4,LCY2,DRM4->LCY2,3/18/2024 23:59,3/18/2024,19:00,20:30,3/18/2024,21:57,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DRM4,LCY2,DRM4->LCY2,3/18/2024 23:59,3/18/2024,20:00,21:30,3/18/2024,22:57,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DRM4,LCY2,DRM4->LCY2,3/21/2024 23:59,3/21/2024,20:00,21:30,3/21/2024,22:57,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/18/2024 23:59,3/18/2024,1:30,3:00,3/18/2024,4:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/18/2024 23:59,3/18/2024,1:30,3:00,3/18/2024,4:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/18/2024 23:59,3/18/2024,3:30,5:00,3/18/2024,6:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/18/2024 23:59,3/18/2024,16:00,17:30,3/18/2024,18:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/18/2024 23:59,3/18/2024,17:00,18:30,3/18/2024,19:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/19/2024 23:59,3/19/2024,1:30,3:00,3/19/2024,4:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/19/2024 23:59,3/19/2024,2:00,3:30,3/19/2024,4:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/19/2024 23:59,3/19/2024,3:00,4:30,3/19/2024,5:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/19/2024 23:59,3/19/2024,5:00,6:30,3/19/2024,7:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/19/2024 23:59,3/19/2024,15:00,16:30,3/19/2024,17:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/19/2024 23:59,3/19/2024,16:00,17:30,3/19/2024,18:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/19/2024 23:59,3/19/2024,16:30,18:00,3/19/2024,19:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/20/2024 23:59,3/20/2024,2:30,4:00,3/20/2024,5:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/20/2024 23:59,3/20/2024,4:30,6:00,3/20/2024,7:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/20/2024 23:59,3/20/2024,13:30,15:00,3/20/2024,16:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/20/2024 23:59,3/20/2024,14:00,15:30,3/20/2024,16:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/20/2024 23:59,3/20/2024,14:30,16:00,3/20/2024,17:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/20/2024 23:59,3/20/2024,15:30,17:00,3/20/2024,18:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/21/2024 23:59,3/21/2024,1:30,3:00,3/21/2024,4:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/21/2024 23:59,3/21/2024,4:00,5:30,3/21/2024,6:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/21/2024 23:59,3/21/2024,5:30,7:00,3/21/2024,8:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/21/2024 23:59,3/21/2024,15:00,16:30,3/21/2024,17:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/21/2024 23:59,3/21/2024,16:00,17:30,3/21/2024,18:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/21/2024 23:59,3/21/2024,17:00,18:30,3/21/2024,19:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/22/2024 23:59,3/22/2024,2:30,4:00,3/22/2024,5:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/22/2024 23:59,3/22/2024,4:00,5:30,3/22/2024,6:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/22/2024 23:59,3/22/2024,4:30,6:00,3/22/2024,7:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/22/2024 23:59,3/22/2024,5:30,7:00,3/22/2024,8:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/22/2024 23:59,3/22/2024,6:30,8:00,3/22/2024,9:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/22/2024 23:59,3/22/2024,8:00,9:30,3/22/2024,10:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/22/2024 23:59,3/22/2024,13:30,15:00,3/22/2024,16:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/22/2024 23:59,3/22/2024,14:00,15:30,3/22/2024,16:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/22/2024 23:59,3/22/2024,14:30,16:00,3/22/2024,17:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/22/2024 23:59,3/22/2024,16:00,17:30,3/22/2024,18:46,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DME4,SXW2,DME4->SXW2,3/22/2024 23:59,3/22/2024,16:30,18:00,3/22/2024,19:16,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/18/2024 23:59,3/18/2024,15:30,17:00,3/18/2024,19:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/18/2024 23:59,3/18/2024,17:00,18:30,3/18/2024,21:00,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/19/2024 23:59,3/19/2024,13:30,15:00,3/19/2024,17:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/19/2024 23:59,3/19/2024,15:30,17:00,3/19/2024,19:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/19/2024 23:59,3/19/2024,17:00,18:30,3/19/2024,21:00,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/20/2024 23:59,3/20/2024,15:30,17:00,3/20/2024,19:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/20/2024 23:59,3/20/2024,17:00,18:30,3/20/2024,21:00,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/21/2024 23:59,3/21/2024,15:30,17:00,3/21/2024,19:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/21/2024 23:59,3/21/2024,17:00,18:30,3/21/2024,21:00,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/22/2024 23:59,3/22/2024,15:30,17:00,3/22/2024,19:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/22/2024 23:59,3/22/2024,17:00,18:30,3/22/2024,21:00,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/23/2024 23:59,3/23/2024,15:30,17:00,3/23/2024,19:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/23/2024 23:59,3/23/2024,17:00,18:30,3/23/2024,21:00,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/24/2024 23:59,3/24/2024,15:30,17:00,3/24/2024,19:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DSA1,BRS1,DSA1->BRS1,3/24/2024 23:59,3/24/2024,17:00,18:30,3/24/2024,21:00,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DME4,STN9,DME4->STN9,3/18/2024 23:59,3/18/2024,13:30,15:00,3/18/2024,17:12,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DME4,STN9,DME4->STN9,3/18/2024 23:59,3/18/2024,14:00,15:30,3/18/2024,17:42,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DME4,STN9,DME4->STN9,3/18/2024 23:59,3/18/2024,14:30,16:00,3/18/2024,18:12,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DME4,STN9,DME4->STN9,3/21/2024 23:59,3/21/2024,14:00,15:30,3/21/2024,17:42,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/18/2024 23:59,3/18/2024,0:00,1:30,3/18/2024,2:21,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/18/2024 23:59,3/18/2024,5:00,6:30,3/18/2024,7:21,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/18/2024 23:59,3/18/2024,19:00,20:30,3/18/2024,21:21,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/19/2024 23:59,3/19/2024,0:30,2:00,3/19/2024,2:51,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/20/2024 23:59,3/20/2024,1:30,3:00,3/20/2024,3:51,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/20/2024 23:59,3/20/2024,5:00,6:30,3/20/2024,7:21,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/21/2024 23:59,3/21/2024,1:00,2:30,3/21/2024,3:21,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/21/2024 23:59,3/21/2024,1:30,3:00,3/21/2024,3:51,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/22/2024 23:59,3/22/2024,1:30,3:00,3/22/2024,3:51,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/22/2024 23:59,3/22/2024,5:00,6:30,3/22/2024,7:21,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/23/2024 23:59,3/23/2024,5:00,6:30,3/23/2024,7:21,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DLU2,LTN1,DLU2->LTN1,3/24/2024 23:59,3/24/2024,1:00,2:30,3/24/2024,3:21,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DOX2,SNG1,DOX2->SNG1,3/19/2024 23:59,3/19/2024,2:00,3:30,3/19/2024,5:26,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DOX2,SNG1,DOX2->SNG1,3/19/2024 23:59,3/19/2024,2:30,4:00,3/19/2024,5:56,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DOX2,SNG1,DOX2->SNG1,3/20/2024 23:59,3/20/2024,2:00,3:30,3/20/2024,5:26,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DOX2,SNG1,DOX2->SNG1,3/21/2024 23:59,3/21/2024,2:30,4:00,3/21/2024,5:56,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DOX2,SNG1,DOX2->SNG1,3/22/2024 23:59,3/22/2024,2:00,3:30,3/22/2024,5:26,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DOX2,SNG1,DOX2->SNG1,3/23/2024 23:59,3/23/2024,2:00,3:30,3/23/2024,5:26,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DOX2,SNG1,DOX2->SNG1,3/24/2024 23:59,3/24/2024,2:00,3:30,3/24/2024,5:26,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DOX2,SNG1,DOX2->SNG1,3/24/2024 23:59,3/24/2024,2:30,4:00,3/24/2024,5:56,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DSS2,LCY2,DSS2->LCY2,3/18/2024 23:59,3/18/2024,0:00,1:30,3/18/2024,2:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DSS2,LCY2,DSS2->LCY2,3/18/2024 23:59,3/18/2024,1:00,2:30,3/18/2024,3:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DSS2,LCY2,DSS2->LCY2,3/20/2024 23:59,3/20/2024,2:00,3:30,3/20/2024,4:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DSS2,LCY2,DSS2->LCY2,3/21/2024 23:59,3/21/2024,4:30,6:00,3/21/2024,7:00,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DSS2,LCY2,DSS2->LCY2,3/23/2024 23:59,3/23/2024,1:00,2:30,3/23/2024,3:30,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/18/2024 23:59,3/18/2024,5:00,6:30,3/18/2024,10:04,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/19/2024 23:59,3/19/2024,4:00,5:30,3/19/2024,9:04,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/19/2024 23:59,3/19/2024,4:30,6:00,3/19/2024,9:34,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/19/2024 23:59,3/19/2024,4:30,6:00,3/19/2024,9:34,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/20/2024 23:59,3/20/2024,3:00,4:30,3/20/2024,8:04,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/20/2024 23:59,3/20/2024,6:00,7:30,3/20/2024,11:04,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/21/2024 23:59,3/21/2024,3:00,4:30,3/21/2024,8:04,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/21/2024 23:59,3/21/2024,4:30,6:00,3/21/2024,9:34,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/22/2024 23:59,3/22/2024,3:00,4:30,3/22/2024,8:04,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/22/2024 23:59,3/22/2024,4:30,6:00,3/22/2024,9:34,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/23/2024 23:59,3/23/2024,4:30,6:00,3/23/2024,9:34,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DWN2,NCL2,DWN2->NCL2,3/24/2024 23:59,3/24/2024,3:00,4:30,3/24/2024,8:04,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DEX2,BRS1,DEX2->BRS1,3/18/2024 23:59,3/18/2024,3:30,5:00,3/18/2024,7:35,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DEX2,BRS1,DEX2->BRS1,3/18/2024 23:59,3/18/2024,6:00,7:30,3/18/2024,10:05,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DEX2,BRS1,DEX2->BRS1,3/19/2024 23:59,3/19/2024,3:00,4:30,3/19/2024,7:05,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DEX2,BRS1,DEX2->BRS1,3/22/2024 23:59,3/22/2024,3:30,5:00,3/22/2024,7:35,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DEX2,BRS1,DEX2->BRS1,3/22/2024 23:59,3/22/2024,19:30,21:00,3/22/2024,23:35,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DEX2,BRS1,DEX2->BRS1,3/24/2024 23:59,3/24/2024,5:30,7:00,3/24/2024,9:35,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DPR1,MAN8,DPR1->MAN8,3/19/2024 23:59,3/19/2024,13:00,14:30,3/19/2024,15:45,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DPR1,MAN8,DPR1->MAN8,3/19/2024 23:59,3/19/2024,14:30,16:00,3/19/2024,17:15,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DPR1,MAN8,DPR1->MAN8,3/20/2024 23:59,3/20/2024,13:00,14:30,3/20/2024,15:45,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DPR1,MAN8,DPR1->MAN8,3/21/2024 23:59,3/21/2024,13:00,14:30,3/21/2024,15:45,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DPR1,MAN8,DPR1->MAN8,3/21/2024 23:59,3/21/2024,14:30,16:00,3/21/2024,17:15,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DPR1,MAN8,DPR1->MAN8,3/22/2024 23:59,3/22/2024,13:00,14:30,3/22/2024,15:45,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DPR1,MAN8,DPR1->MAN8,3/23/2024 23:59,3/23/2024,13:00,14:30,3/23/2024,15:45,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DPR1,MAN8,DPR1->MAN8,3/23/2024 23:59,3/23/2024,14:30,16:00,3/23/2024,17:15,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DPR1,MAN8,DPR1->MAN8,3/24/2024 23:59,3/24/2024,13:00,14:30,3/24/2024,15:45,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/18/2024 23:59,3/18/2024,19:00,20:30,3/18/2024,22:31,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/18/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/19/2024 23:59,3/18/2024,22:30,0:00,3/19/2024,2:01,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/19/2024 23:59,3/19/2024,19:00,20:30,3/19/2024,22:31,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/19/2024 23:59,3/19/2024,22:00,23:30,3/20/2024,1:31,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/19/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/20/2024 23:59,3/20/2024,4:00,5:30,3/20/2024,7:31,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/20/2024 23:59,3/20/2024,18:00,19:30,3/20/2024,21:31,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/20/2024 23:59,3/20/2024,19:30,21:00,3/20/2024,23:01,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/20/2024 23:59,3/20/2024,21:30,23:00,3/21/2024,1:01,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/20/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/21/2024 23:59,3/21/2024,18:00,19:30,3/21/2024,21:31,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/21/2024 23:59,3/21/2024,20:30,22:00,3/22/2024,0:01,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/21/2024 23:59,3/21/2024,22:00,23:30,3/22/2024,1:31,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/21/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/22/2024 23:59,3/22/2024,0:00,1:30,3/22/2024,3:31,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/22/2024 23:59,3/22/2024,21:00,22:30,3/23/2024,0:31,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/22/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/23/2024 23:59,3/22/2024,22:30,0:00,3/23/2024,2:01,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/23/2024 23:59,3/23/2024,4:00,5:30,3/23/2024,7:31,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/23/2024,,,,,,
DXN1,LTN4,DXN1->LTN4,3/24/2024 23:59,3/24/2024,4:00,5:30,3/24/2024,7:31,1:30,DETACHED_TRAILER,AZNG,FALSE,Sample1,3/24/2024,,,,,,
